F807  A9 5F               A:AA X:33 Y:82 SR:E4 SP:F9 CYC:4249
F809  60                  A:5F X:33 Y:82 SR:64 SP:F9 CYC:4251
D29B  45 78               A:5F X:33 Y:82 SR:64 SP:FB CYC:4257
D29D  20 0A F8            A:F5 X:33 Y:82 SR:E4 SP:FB CYC:4260
F80A  B0 09               A:F5 X:33 Y:82 SR:E4 SP:F9 CYC:4266
F80C  10 07               A:F5 X:33 Y:82 SR:E4 SP:F9 CYC:4268
F80E  C9 F5               A:F5 X:33 Y:82 SR:E4 SP:F9 CYC:4270
F810  D0 03               A:F5 X:33 Y:82 SR:67 SP:F9 CYC:4272
F812  50 01               A:F5 X:33 Y:82 SR:67 SP:F9 CYC:4274
F814  60                  A:F5 X:33 Y:82 SR:67 SP:F9 CYC:4276
D2A0  C8                  A:F5 X:33 Y:82 SR:67 SP:FB CYC:4282
D2A1  A9 70               A:F5 X:33 Y:83 SR:E5 SP:FB CYC:4284
D2A3  85 78               A:70 X:33 Y:83 SR:65 SP:FB CYC:4286
D2A5  20 18 F8            A:70 X:33 Y:83 SR:65 SP:FB CYC:4289
F818  38                  A:70 X:33 Y:83 SR:65 SP:F9 CYC:4295
F819  B8                  A:70 X:33 Y:83 SR:65 SP:F9 CYC:4297
F81A  A9 70               A:70 X:33 Y:83 SR:25 SP:F9 CYC:4299
F81C  60                  A:70 X:33 Y:83 SR:25 SP:F9 CYC:4301
D2A8  45 78               A:70 X:33 Y:83 SR:25 SP:FB CYC:4307
D2AA  20 1D F8            A:00 X:33 Y:83 SR:27 SP:FB CYC:4310
F81D  D0 07               A:00 X:33 Y:83 SR:27 SP:F9 CYC:4316
F81F  70 05               A:00 X:33 Y:83 SR:27 SP:F9 CYC:4318
F821  90 03               A:00 X:33 Y:83 SR:27 SP:F9 CYC:4320
F823  30 01               A:00 X:33 Y:83 SR:27 SP:F9 CYC:4322
F825  60                  A:00 X:33 Y:83 SR:27 SP:F9 CYC:4324
D2AD  C8                  A:00 X:33 Y:83 SR:27 SP:FB CYC:4330
D2AE  A9 69               A:00 X:33 Y:84 SR:A5 SP:FB CYC:4332
D2B0  85 78               A:69 X:33 Y:84 SR:25 SP:FB CYC:4334
D2B2  20 29 F8            A:69 X:33 Y:84 SR:25 SP:FB CYC:4337
F829  18                  A:69 X:33 Y:84 SR:25 SP:F9 CYC:4343
F82A  24 01               A:69 X:33 Y:84 SR:24 SP:F9 CYC:4345
F82C  A9 00               A:69 X:33 Y:84 SR:E4 SP:F9 CYC:4348
F82E  60                  A:00 X:33 Y:84 SR:66 SP:F9 CYC:4350
D2B5  65 78               A:00 X:33 Y:84 SR:66 SP:FB CYC:4356
D2B7  20 2F F8            A:69 X:33 Y:84 SR:24 SP:FB CYC:4359
F82F  30 09               A:69 X:33 Y:84 SR:24 SP:F9 CYC:4365
F831  B0 07               A:69 X:33 Y:84 SR:24 SP:F9 CYC:4367
F833  C9 69               A:69 X:33 Y:84 SR:24 SP:F9 CYC:4369
F835  D0 03               A:69 X:33 Y:84 SR:27 SP:F9 CYC:4371
F837  70 01               A:69 X:33 Y:84 SR:27 SP:F9 CYC:4373
F839  60                  A:69 X:33 Y:84 SR:27 SP:F9 CYC:4375
D2BA  C8                  A:69 X:33 Y:84 SR:27 SP:FB CYC:4381
D2BB  20 3D F8            A:69 X:33 Y:85 SR:A5 SP:FB CYC:4383
F83D  38                  A:69 X:33 Y:85 SR:A5 SP:F9 CYC:4389
F83E  24 01               A:69 X:33 Y:85 SR:A5 SP:F9 CYC:4391
F840  A9 00               A:69 X:33 Y:85 SR:E5 SP:F9 CYC:4394
F842  60                  A:00 X:33 Y:85 SR:67 SP:F9 CYC:4396
D2BE  65 78               A:00 X:33 Y:85 SR:67 SP:FB CYC:4402
D2C0  20 43 F8            A:6A X:33 Y:85 SR:24 SP:FB CYC:4405
F843  30 09               A:6A X:33 Y:85 SR:24 SP:F9 CYC:4411
F845  B0 07               A:6A X:33 Y:85 SR:24 SP:F9 CYC:4413
F847  C9 6A               A:6A X:33 Y:85 SR:24 SP:F9 CYC:4415
F849  D0 03               A:6A X:33 Y:85 SR:27 SP:F9 CYC:4417
F84B  70 01               A:6A X:33 Y:85 SR:27 SP:F9 CYC:4419
F84D  60                  A:6A X:33 Y:85 SR:27 SP:F9 CYC:4421
D2C3  C8                  A:6A X:33 Y:85 SR:27 SP:FB CYC:4427
D2C4  A9 7F               A:6A X:33 Y:86 SR:A5 SP:FB CYC:4429
D2C6  85 78               A:7F X:33 Y:86 SR:25 SP:FB CYC:4431
D2C8  20 51 F8            A:7F X:33 Y:86 SR:25 SP:FB CYC:4434
F851  38                  A:7F X:33 Y:86 SR:25 SP:F9 CYC:4440
F852  B8                  A:7F X:33 Y:86 SR:25 SP:F9 CYC:4442
F853  A9 7F               A:7F X:33 Y:86 SR:25 SP:F9 CYC:4444
F855  60                  A:7F X:33 Y:86 SR:25 SP:F9 CYC:4446
D2CB  65 78               A:7F X:33 Y:86 SR:25 SP:FB CYC:4452
D2CD  20 56 F8            A:FF X:33 Y:86 SR:E4 SP:FB CYC:4455
F856  10 09               A:FF X:33 Y:86 SR:E4 SP:F9 CYC:4461
F858  B0 07               A:FF X:33 Y:86 SR:E4 SP:F9 CYC:4463
F85A  C9 FF               A:FF X:33 Y:86 SR:E4 SP:F9 CYC:4465
F85C  D0 03               A:FF X:33 Y:86 SR:67 SP:F9 CYC:4467
F85E  50 01               A:FF X:33 Y:86 SR:67 SP:F9 CYC:4469
F860  60                  A:FF X:33 Y:86 SR:67 SP:F9 CYC:4471
D2D0  C8                  A:FF X:33 Y:86 SR:67 SP:FB CYC:4477
D2D1  A9 80               A:FF X:33 Y:87 SR:E5 SP:FB CYC:4479
D2D3  85 78               A:80 X:33 Y:87 SR:E5 SP:FB CYC:4481
D2D5  20 64 F8            A:80 X:33 Y:87 SR:E5 SP:FB CYC:4484
F864  18                  A:80 X:33 Y:87 SR:E5 SP:F9 CYC:4490
F865  24 01               A:80 X:33 Y:87 SR:E4 SP:F9 CYC:4492
F867  A9 7F               A:80 X:33 Y:87 SR:E4 SP:F9 CYC:4495
F869  60                  A:7F X:33 Y:87 SR:64 SP:F9 CYC:4497
D2D8  65 78               A:7F X:33 Y:87 SR:64 SP:FB CYC:4503
D2DA  20 6A F8            A:FF X:33 Y:87 SR:A4 SP:FB CYC:4506
F86A  10 09               A:FF X:33 Y:87 SR:A4 SP:F9 CYC:4512
F86C  B0 07               A:FF X:33 Y:87 SR:A4 SP:F9 CYC:4514
F86E  C9 FF               A:FF X:33 Y:87 SR:A4 SP:F9 CYC:4516
F870  D0 03               A:FF X:33 Y:87 SR:27 SP:F9 CYC:4518
F872  70 01               A:FF X:33 Y:87 SR:27 SP:F9 CYC:4520
F874  60                  A:FF X:33 Y:87 SR:27 SP:F9 CYC:4522
D2DD  C8                  A:FF X:33 Y:87 SR:27 SP:FB CYC:4528
D2DE  20 78 F8            A:FF X:33 Y:88 SR:A5 SP:FB CYC:4530
F878  38                  A:FF X:33 Y:88 SR:A5 SP:F9 CYC:4536
F879  B8                  A:FF X:33 Y:88 SR:A5 SP:F9 CYC:4538
F87A  A9 7F               A:FF X:33 Y:88 SR:A5 SP:F9 CYC:4540
F87C  60                  A:7F X:33 Y:88 SR:25 SP:F9 CYC:4542
D2E1  65 78               A:7F X:33 Y:88 SR:25 SP:FB CYC:4548
D2E3  20 7D F8            A:00 X:33 Y:88 SR:27 SP:FB CYC:4551
F87D  D0 07               A:00 X:33 Y:88 SR:27 SP:F9 CYC:4557
F87F  30 05               A:00 X:33 Y:88 SR:27 SP:F9 CYC:4559
F881  70 03               A:00 X:33 Y:88 SR:27 SP:F9 CYC:4561
F883  90 01               A:00 X:33 Y:88 SR:27 SP:F9 CYC:4563
F885  60                  A:00 X:33 Y:88 SR:27 SP:F9 CYC:4565
D2E6  C8                  A:00 X:33 Y:88 SR:27 SP:FB CYC:4571
D2E7  A9 40               A:00 X:33 Y:89 SR:A5 SP:FB CYC:4573
D2E9  85 78               A:40 X:33 Y:89 SR:25 SP:FB CYC:4575
D2EB  20 89 F8            A:40 X:33 Y:89 SR:25 SP:FB CYC:4578
F889  24 01               A:40 X:33 Y:89 SR:25 SP:F9 CYC:4584
F88B  A9 40               A:40 X:33 Y:89 SR:E5 SP:F9 CYC:4587
F88D  60                  A:40 X:33 Y:89 SR:65 SP:F9 CYC:4589
D2EE  C5 78               A:40 X:33 Y:89 SR:65 SP:FB CYC:4595
D2F0  20 8E F8            A:40 X:33 Y:89 SR:67 SP:FB CYC:4598
F88E  30 07               A:40 X:33 Y:89 SR:67 SP:F9 CYC:4604
F890  90 05               A:40 X:33 Y:89 SR:67 SP:F9 CYC:4606
F892  D0 03               A:40 X:33 Y:89 SR:67 SP:F9 CYC:4608
F894  50 01               A:40 X:33 Y:89 SR:67 SP:F9 CYC:4610
F896  60                  A:40 X:33 Y:89 SR:67 SP:F9 CYC:4612
D2F3  C8                  A:40 X:33 Y:89 SR:67 SP:FB CYC:4618
D2F4  48                  A:40 X:33 Y:8A SR:E5 SP:FB CYC:4620
D2F5  A9 3F               A:40 X:33 Y:8A SR:E5 SP:FA CYC:4623
D2F7  85 78               A:3F X:33 Y:8A SR:65 SP:FA CYC:4625
D2F9  68                  A:3F X:33 Y:8A SR:65 SP:FA CYC:4628
D2FA  20 9A F8            A:40 X:33 Y:8A SR:65 SP:FB CYC:4632
F89A  B8                  A:40 X:33 Y:8A SR:65 SP:F9 CYC:4638
F89B  60                  A:40 X:33 Y:8A SR:25 SP:F9 CYC:4640
D2FD  C5 78               A:40 X:33 Y:8A SR:25 SP:FB CYC:4646
D2FF  20 9C F8            A:40 X:33 Y:8A SR:25 SP:FB CYC:4649
F89C  F0 07               A:40 X:33 Y:8A SR:25 SP:F9 CYC:4655
F89E  30 05               A:40 X:33 Y:8A SR:25 SP:F9 CYC:4657
F8A0  90 03               A:40 X:33 Y:8A SR:25 SP:F9 CYC:4659
F8A2  70 01               A:40 X:33 Y:8A SR:25 SP:F9 CYC:4661
F8A4  60                  A:40 X:33 Y:8A SR:25 SP:F9 CYC:4663
D302  C8                  A:40 X:33 Y:8A SR:25 SP:FB CYC:4669
D303  48                  A:40 X:33 Y:8B SR:A5 SP:FB CYC:4671
D304  A9 41               A:40 X:33 Y:8B SR:A5 SP:FA CYC:4674
D306  85 78               A:41 X:33 Y:8B SR:25 SP:FA CYC:4676
D308  68                  A:41 X:33 Y:8B SR:25 SP:FA CYC:4679
D309  C5 78               A:40 X:33 Y:8B SR:25 SP:FB CYC:4683
D30B  20 A8 F8            A:40 X:33 Y:8B SR:A4 SP:FB CYC:4686
F8A8  F0 05               A:40 X:33 Y:8B SR:A4 SP:F9 CYC:4692
F8AA  10 03               A:40 X:33 Y:8B SR:A4 SP:F9 CYC:4694
F8AC  10 01               A:40 X:33 Y:8B SR:A4 SP:F9 CYC:4696
F8AE  60                  A:40 X:33 Y:8B SR:A4 SP:F9 CYC:4698
D30E  C8                  A:40 X:33 Y:8B SR:A4 SP:FB CYC:4704
D30F  48                  A:40 X:33 Y:8C SR:A4 SP:FB CYC:4706
D310  A9 00               A:40 X:33 Y:8C SR:A4 SP:FA CYC:4709
D312  85 78               A:00 X:33 Y:8C SR:26 SP:FA CYC:4711
D314  68                  A:00 X:33 Y:8C SR:26 SP:FA CYC:4714
D315  20 B2 F8            A:40 X:33 Y:8C SR:24 SP:FB CYC:4718
F8B2  A9 80               A:40 X:33 Y:8C SR:24 SP:F9 CYC:4724
F8B4  60                  A:80 X:33 Y:8C SR:A4 SP:F9 CYC:4726
D318  C5 78               A:80 X:33 Y:8C SR:A4 SP:FB CYC:4732
D31A  20 B5 F8            A:80 X:33 Y:8C SR:A5 SP:FB CYC:4735
F8B5  F0 05               A:80 X:33 Y:8C SR:A5 SP:F9 CYC:4741
F8B7  10 03               A:80 X:33 Y:8C SR:A5 SP:F9 CYC:4743
F8B9  90 01               A:80 X:33 Y:8C SR:A5 SP:F9 CYC:4745
F8BB  60                  A:80 X:33 Y:8C SR:A5 SP:F9 CYC:4747
D31D  C8                  A:80 X:33 Y:8C SR:A5 SP:FB CYC:4753
D31E  48                  A:80 X:33 Y:8D SR:A5 SP:FB CYC:4755
D31F  A9 80               A:80 X:33 Y:8D SR:A5 SP:FA CYC:4758
D321  85 78               A:80 X:33 Y:8D SR:A5 SP:FA CYC:4760
D323  68                  A:80 X:33 Y:8D SR:A5 SP:FA CYC:4763
D324  C5 78               A:80 X:33 Y:8D SR:A5 SP:FB CYC:4767
D326  20 BF F8            A:80 X:33 Y:8D SR:27 SP:FB CYC:4770
F8BF  D0 05               A:80 X:33 Y:8D SR:27 SP:F9 CYC:4776
F8C1  30 03               A:80 X:33 Y:8D SR:27 SP:F9 CYC:4778
F8C3  90 01               A:80 X:33 Y:8D SR:27 SP:F9 CYC:4780
F8C5  60                  A:80 X:33 Y:8D SR:27 SP:F9 CYC:4782
D329  C8                  A:80 X:33 Y:8D SR:27 SP:FB CYC:4788
D32A  48                  A:80 X:33 Y:8E SR:A5 SP:FB CYC:4790
D32B  A9 81               A:80 X:33 Y:8E SR:A5 SP:FA CYC:4793
D32D  85 78               A:81 X:33 Y:8E SR:A5 SP:FA CYC:4795
D32F  68                  A:81 X:33 Y:8E SR:A5 SP:FA CYC:4798
D330  C5 78               A:80 X:33 Y:8E SR:A5 SP:FB CYC:4802
D332  20 C9 F8            A:80 X:33 Y:8E SR:A4 SP:FB CYC:4805
F8C9  B0 05               A:80 X:33 Y:8E SR:A4 SP:F9 CYC:4811
F8CB  F0 03               A:80 X:33 Y:8E SR:A4 SP:F9 CYC:4813
F8CD  10 01               A:80 X:33 Y:8E SR:A4 SP:F9 CYC:4815
F8CF  60                  A:80 X:33 Y:8E SR:A4 SP:F9 CYC:4817
D335  C8                  A:80 X:33 Y:8E SR:A4 SP:FB CYC:4823
D336  48                  A:80 X:33 Y:8F SR:A4 SP:FB CYC:4825
D337  A9 7F               A:80 X:33 Y:8F SR:A4 SP:FA CYC:4828
D339  85 78               A:7F X:33 Y:8F SR:24 SP:FA CYC:4830
D33B  68                  A:7F X:33 Y:8F SR:24 SP:FA CYC:4833
D33C  C5 78               A:80 X:33 Y:8F SR:A4 SP:FB CYC:4837
D33E  20 D3 F8            A:80 X:33 Y:8F SR:25 SP:FB CYC:4840
F8D3  90 05               A:80 X:33 Y:8F SR:25 SP:F9 CYC:4846
F8D5  F0 03               A:80 X:33 Y:8F SR:25 SP:F9 CYC:4848
F8D7  30 01               A:80 X:33 Y:8F SR:25 SP:F9 CYC:4850
F8D9  60                  A:80 X:33 Y:8F SR:25 SP:F9 CYC:4852
D341  C8                  A:80 X:33 Y:8F SR:25 SP:FB CYC:4858
D342  A9 40               A:80 X:33 Y:90 SR:A5 SP:FB CYC:4860
D344  85 78               A:40 X:33 Y:90 SR:25 SP:FB CYC:4862
D346  20 31 F9            A:40 X:33 Y:90 SR:25 SP:FB CYC:4865
F931  24 01               A:40 X:33 Y:90 SR:25 SP:F9 CYC:4871
F933  A9 40               A:40 X:33 Y:90 SR:E5 SP:F9 CYC:4874
F935  38                  A:40 X:33 Y:90 SR:65 SP:F9 CYC:4876
F936  60                  A:40 X:33 Y:90 SR:65 SP:F9 CYC:4878
D349  E5 78               A:40 X:33 Y:90 SR:65 SP:FB CYC:4884
D34B  20 37 F9            A:00 X:33 Y:90 SR:27 SP:FB CYC:4887
F937  30 0B               A:00 X:33 Y:90 SR:27 SP:F9 CYC:4893
F939  90 09               A:00 X:33 Y:90 SR:27 SP:F9 CYC:4895
F93B  D0 07               A:00 X:33 Y:90 SR:27 SP:F9 CYC:4897
F93D  70 05               A:00 X:33 Y:90 SR:27 SP:F9 CYC:4899
F93F  C9 00               A:00 X:33 Y:90 SR:27 SP:F9 CYC:4901
F941  D0 01               A:00 X:33 Y:90 SR:27 SP:F9 CYC:4903
F943  60                  A:00 X:33 Y:90 SR:27 SP:F9 CYC:4905
D34E  C8                  A:00 X:33 Y:90 SR:27 SP:FB CYC:4911
D34F  A9 3F               A:00 X:33 Y:91 SR:A5 SP:FB CYC:4913
D351  85 78               A:3F X:33 Y:91 SR:25 SP:FB CYC:4915
D353  20 47 F9            A:3F X:33 Y:91 SR:25 SP:FB CYC:4918
F947  B8                  A:3F X:33 Y:91 SR:25 SP:F9 CYC:4924
F948  38                  A:3F X:33 Y:91 SR:25 SP:F9 CYC:4926
F949  A9 40               A:3F X:33 Y:91 SR:25 SP:F9 CYC:4928
F94B  60                  A:40 X:33 Y:91 SR:25 SP:F9 CYC:4930
D356  E5 78               A:40 X:33 Y:91 SR:25 SP:FB CYC:4936
D358  20 4C F9            A:01 X:33 Y:91 SR:25 SP:FB CYC:4939
F94C  F0 0B               A:01 X:33 Y:91 SR:25 SP:F9 CYC:4945
F94E  30 09               A:01 X:33 Y:91 SR:25 SP:F9 CYC:4947
F950  90 07               A:01 X:33 Y:91 SR:25 SP:F9 CYC:4949
F952  70 05               A:01 X:33 Y:91 SR:25 SP:F9 CYC:4951
F954  C9 01               A:01 X:33 Y:91 SR:25 SP:F9 CYC:4953
F956  D0 01               A:01 X:33 Y:91 SR:27 SP:F9 CYC:4955
F958  60                  A:01 X:33 Y:91 SR:27 SP:F9 CYC:4957
D35B  C8                  A:01 X:33 Y:91 SR:27 SP:FB CYC:4963
D35C  A9 41               A:01 X:33 Y:92 SR:A5 SP:FB CYC:4965
D35E  85 78               A:41 X:33 Y:92 SR:25 SP:FB CYC:4967
D360  20 5C F9            A:41 X:33 Y:92 SR:25 SP:FB CYC:4970
F95C  A9 40               A:41 X:33 Y:92 SR:25 SP:F9 CYC:4976
F95E  38                  A:40 X:33 Y:92 SR:25 SP:F9 CYC:4978
F95F  24 01               A:40 X:33 Y:92 SR:25 SP:F9 CYC:4980
F961  60                  A:40 X:33 Y:92 SR:E5 SP:F9 CYC:4983
D363  E5 78               A:40 X:33 Y:92 SR:E5 SP:FB CYC:4989
D365  20 62 F9            A:FF X:33 Y:92 SR:A4 SP:FB CYC:4992
F962  B0 0B               A:FF X:33 Y:92 SR:A4 SP:F9 CYC:4998
F964  F0 09               A:FF X:33 Y:92 SR:A4 SP:F9 CYC:5000
F966  10 07               A:FF X:33 Y:92 SR:A4 SP:F9 CYC:5002
F968  70 05               A:FF X:33 Y:92 SR:A4 SP:F9 CYC:5004
F96A  C9 FF               A:FF X:33 Y:92 SR:A4 SP:F9 CYC:5006
F96C  D0 01               A:FF X:33 Y:92 SR:27 SP:F9 CYC:5008
F96E  60                  A:FF X:33 Y:92 SR:27 SP:F9 CYC:5010
D368  C8                  A:FF X:33 Y:92 SR:27 SP:FB CYC:5016
D369  A9 00               A:FF X:33 Y:93 SR:A5 SP:FB CYC:5018
D36B  85 78               A:00 X:33 Y:93 SR:27 SP:FB CYC:5020
D36D  20 72 F9            A:00 X:33 Y:93 SR:27 SP:FB CYC:5023
F972  18                  A:00 X:33 Y:93 SR:27 SP:F9 CYC:5029
F973  A9 80               A:00 X:33 Y:93 SR:26 SP:F9 CYC:5031
F975  60                  A:80 X:33 Y:93 SR:A4 SP:F9 CYC:5033
D370  E5 78               A:80 X:33 Y:93 SR:A4 SP:FB CYC:5039
D372  20 76 F9            A:7F X:33 Y:93 SR:65 SP:FB CYC:5042
F976  90 05               A:7F X:33 Y:93 SR:65 SP:F9 CYC:5048
F978  C9 7F               A:7F X:33 Y:93 SR:65 SP:F9 CYC:5050
F97A  D0 01               A:7F X:33 Y:93 SR:67 SP:F9 CYC:5052
F97C  60                  A:7F X:33 Y:93 SR:67 SP:F9 CYC:5054
D375  C8                  A:7F X:33 Y:93 SR:67 SP:FB CYC:5060
D376  A9 7F               A:7F X:33 Y:94 SR:E5 SP:FB CYC:5062
D378  85 78               A:7F X:33 Y:94 SR:65 SP:FB CYC:5064
D37A  20 80 F9            A:7F X:33 Y:94 SR:65 SP:FB CYC:5067
F980  38                  A:7F X:33 Y:94 SR:65 SP:F9 CYC:5073
F981  A9 81               A:7F X:33 Y:94 SR:65 SP:F9 CYC:5075
F983  60                  A:81 X:33 Y:94 SR:E5 SP:F9 CYC:5077
D37D  E5 78               A:81 X:33 Y:94 SR:E5 SP:FB CYC:5083
D37F  20 84 F9            A:02 X:33 Y:94 SR:65 SP:FB CYC:5086
F984  50 07               A:02 X:33 Y:94 SR:65 SP:F9 CYC:5092
F986  90 05               A:02 X:33 Y:94 SR:65 SP:F9 CYC:5094
F988  C9 02               A:02 X:33 Y:94 SR:65 SP:F9 CYC:5096
F98A  D0 01               A:02 X:33 Y:94 SR:67 SP:F9 CYC:5098
F98C  60                  A:02 X:33 Y:94 SR:67 SP:F9 CYC:5100
D382  C8                  A:02 X:33 Y:94 SR:67 SP:FB CYC:5106
D383  A9 40               A:02 X:33 Y:95 SR:E5 SP:FB CYC:5108
D385  85 78               A:40 X:33 Y:95 SR:65 SP:FB CYC:5110
D387  20 89 F8            A:40 X:33 Y:95 SR:65 SP:FB CYC:5113
F889  24 01               A:40 X:33 Y:95 SR:65 SP:F9 CYC:5119
F88B  A9 40               A:40 X:33 Y:95 SR:E5 SP:F9 CYC:5122
F88D  60                  A:40 X:33 Y:95 SR:65 SP:F9 CYC:5124
D38A  AA                  A:40 X:33 Y:95 SR:65 SP:FB CYC:5130
D38B  E4 78               A:40 X:40 Y:95 SR:65 SP:FB CYC:5132
D38D  20 8E F8            A:40 X:40 Y:95 SR:67 SP:FB CYC:5135
F88E  30 07               A:40 X:40 Y:95 SR:67 SP:F9 CYC:5141
F890  90 05               A:40 X:40 Y:95 SR:67 SP:F9 CYC:5143
F892  D0 03               A:40 X:40 Y:95 SR:67 SP:F9 CYC:5145
F894  50 01               A:40 X:40 Y:95 SR:67 SP:F9 CYC:5147
F896  60                  A:40 X:40 Y:95 SR:67 SP:F9 CYC:5149
D390  C8                  A:40 X:40 Y:95 SR:67 SP:FB CYC:5155
D391  A9 3F               A:40 X:40 Y:96 SR:E5 SP:FB CYC:5157
D393  85 78               A:3F X:40 Y:96 SR:65 SP:FB CYC:5159
D395  20 9A F8            A:3F X:40 Y:96 SR:65 SP:FB CYC:5162
F89A  B8                  A:3F X:40 Y:96 SR:65 SP:F9 CYC:5168
F89B  60                  A:3F X:40 Y:96 SR:25 SP:F9 CYC:5170
D398  E4 78               A:3F X:40 Y:96 SR:25 SP:FB CYC:5176
D39A  20 9C F8            A:3F X:40 Y:96 SR:25 SP:FB CYC:5179
F89C  F0 07               A:3F X:40 Y:96 SR:25 SP:F9 CYC:5185
F89E  30 05               A:3F X:40 Y:96 SR:25 SP:F9 CYC:5187
F8A0  90 03               A:3F X:40 Y:96 SR:25 SP:F9 CYC:5189
F8A2  70 01               A:3F X:40 Y:96 SR:25 SP:F9 CYC:5191
F8A4  60                  A:3F X:40 Y:96 SR:25 SP:F9 CYC:5193
D39D  C8                  A:3F X:40 Y:96 SR:25 SP:FB CYC:5199
D39E  A9 41               A:3F X:40 Y:97 SR:A5 SP:FB CYC:5201
D3A0  85 78               A:41 X:40 Y:97 SR:25 SP:FB CYC:5203
D3A2  E4 78               A:41 X:40 Y:97 SR:25 SP:FB CYC:5206
D3A4  20 A8 F8            A:41 X:40 Y:97 SR:A4 SP:FB CYC:5209
F8A8  F0 05               A:41 X:40 Y:97 SR:A4 SP:F9 CYC:5215
F8AA  10 03               A:41 X:40 Y:97 SR:A4 SP:F9 CYC:5217
F8AC  10 01               A:41 X:40 Y:97 SR:A4 SP:F9 CYC:5219
F8AE  60                  A:41 X:40 Y:97 SR:A4 SP:F9 CYC:5221
D3A7  C8                  A:41 X:40 Y:97 SR:A4 SP:FB CYC:5227
D3A8  A9 00               A:41 X:40 Y:98 SR:A4 SP:FB CYC:5229
D3AA  85 78               A:00 X:40 Y:98 SR:26 SP:FB CYC:5231
D3AC  20 B2 F8            A:00 X:40 Y:98 SR:26 SP:FB CYC:5234
F8B2  A9 80               A:00 X:40 Y:98 SR:26 SP:F9 CYC:5240
F8B4  60                  A:80 X:40 Y:98 SR:A4 SP:F9 CYC:5242
D3AF  AA                  A:80 X:40 Y:98 SR:A4 SP:FB CYC:5248
D3B0  E4 78               A:80 X:80 Y:98 SR:A4 SP:FB CYC:5250
D3B2  20 B5 F8            A:80 X:80 Y:98 SR:A5 SP:FB CYC:5253
F8B5  F0 05               A:80 X:80 Y:98 SR:A5 SP:F9 CYC:5259
F8B7  10 03               A:80 X:80 Y:98 SR:A5 SP:F9 CYC:5261
F8B9  90 01               A:80 X:80 Y:98 SR:A5 SP:F9 CYC:5263
F8BB  60                  A:80 X:80 Y:98 SR:A5 SP:F9 CYC:5265
D3B5  C8                  A:80 X:80 Y:98 SR:A5 SP:FB CYC:5271
D3B6  A9 80               A:80 X:80 Y:99 SR:A5 SP:FB CYC:5273
D3B8  85 78               A:80 X:80 Y:99 SR:A5 SP:FB CYC:5275
D3BA  E4 78               A:80 X:80 Y:99 SR:A5 SP:FB CYC:5278
D3BC  20 BF F8            A:80 X:80 Y:99 SR:27 SP:FB CYC:5281
F8BF  D0 05               A:80 X:80 Y:99 SR:27 SP:F9 CYC:5287
F8C1  30 03               A:80 X:80 Y:99 SR:27 SP:F9 CYC:5289
F8C3  90 01               A:80 X:80 Y:99 SR:27 SP:F9 CYC:5291
F8C5  60                  A:80 X:80 Y:99 SR:27 SP:F9 CYC:5293
D3BF  C8                  A:80 X:80 Y:99 SR:27 SP:FB CYC:5299
D3C0  A9 81               A:80 X:80 Y:9A SR:A5 SP:FB CYC:5301
D3C2  85 78               A:81 X:80 Y:9A SR:A5 SP:FB CYC:5303
D3C4  E4 78               A:81 X:80 Y:9A SR:A5 SP:FB CYC:5306
D3C6  20 C9 F8            A:81 X:80 Y:9A SR:A4 SP:FB CYC:5309
F8C9  B0 05               A:81 X:80 Y:9A SR:A4 SP:F9 CYC:5315
F8CB  F0 03               A:81 X:80 Y:9A SR:A4 SP:F9 CYC:5317
F8CD  10 01               A:81 X:80 Y:9A SR:A4 SP:F9 CYC:5319
F8CF  60                  A:81 X:80 Y:9A SR:A4 SP:F9 CYC:5321
D3C9  C8                  A:81 X:80 Y:9A SR:A4 SP:FB CYC:5327
D3CA  A9 7F               A:81 X:80 Y:9B SR:A4 SP:FB CYC:5329
D3CC  85 78               A:7F X:80 Y:9B SR:24 SP:FB CYC:5331
D3CE  E4 78               A:7F X:80 Y:9B SR:24 SP:FB CYC:5334
D3D0  20 D3 F8            A:7F X:80 Y:9B SR:25 SP:FB CYC:5337
F8D3  90 05               A:7F X:80 Y:9B SR:25 SP:F9 CYC:5343
F8D5  F0 03               A:7F X:80 Y:9B SR:25 SP:F9 CYC:5345
F8D7  30 01               A:7F X:80 Y:9B SR:25 SP:F9 CYC:5347
F8D9  60                  A:7F X:80 Y:9B SR:25 SP:F9 CYC:5349
D3D3  C8                  A:7F X:80 Y:9B SR:25 SP:FB CYC:5355
D3D4  98                  A:7F X:80 Y:9C SR:A5 SP:FB CYC:5357
D3D5  AA                  A:9C X:80 Y:9C SR:A5 SP:FB CYC:5359
D3D6  A9 40               A:9C X:9C Y:9C SR:A5 SP:FB CYC:5361
D3D8  85 78               A:40 X:9C Y:9C SR:25 SP:FB CYC:5363
D3DA  20 DD F8            A:40 X:9C Y:9C SR:25 SP:FB CYC:5366
F8DD  24 01               A:40 X:9C Y:9C SR:25 SP:F9 CYC:5372
F8DF  A0 40               A:40 X:9C Y:9C SR:E5 SP:F9 CYC:5375
F8E1  60                  A:40 X:9C Y:40 SR:65 SP:F9 CYC:5377
D3DD  C4 78               A:40 X:9C Y:40 SR:65 SP:FB CYC:5383
D3DF  20 E2 F8            A:40 X:9C Y:40 SR:67 SP:FB CYC:5386
F8E2  30 07               A:40 X:9C Y:40 SR:67 SP:F9 CYC:5392
